BLUEPRINTTYPEID;PARENTBLUEPRINTTYPEID;PRODUCTTYPEID;PRODUCTIONTIME;TECHLEVEL;RESEARCHPRODUCTIVITYTIME;RESEARCHMATERIALTIME;RESEARCHCOPYTIME;RESEARCHTECHTIME;PRODUCTIVITYMODIFIER;MATERIALMODIFIER;WASTEFACTOR;MAXPRODUCTIONLIMIT
2792;;17174;10800;1;216000;216000;216000;216000;2160;5;10;5
2793;;22634;10800;1;216000;216000;216000;216000;2160;5;10;5
2794;;17175;10800;1;216000;216000;216000;216000;2160;5;10;5
2795;;30656;17280;1;345600;345600;345600;345600;3456;5;10;5
2796;;17176;10800;1;216000;216000;216000;216000;2160;5;10;5
2797;;20175;10800;1;216000;216000;216000;216000;2160;5;10;5
2798;;17177;10800;1;216000;216000;216000;216000;2160;5;10;5
2799;;27672;10800;1;216000;216000;216000;216000;2160;5;10;5
2800;;27897;43200;1;864000;864000;864000;864000;8640;5;10;5
2802;;2801;80000;2;480000;320000;8000000;1200000;16000;5;10;100
2803;;17402;10800;1;216000;216000;216000;216000;2160;5;10;5
2804;;16692;10800;1;216000;216000;216000;216000;2160;5;10;5
2805;;16689;10800;1;216000;216000;216000;216000;2160;5;10;5
2806;;17403;8100;1;162000;162000;162000;162000;1620;5;10;5
2807;;17770;10800;1;216000;216000;216000;216000;2160;5;10;5
2808;;16691;8100;1;162000;162000;162000;162000;1620;5;10;5
2810;;16688;8100;1;162000;162000;162000;162000;1620;5;10;5
2812;;2811;80000;2;480000;320000;8000000;1200000;16000;5;10;100
2813;;17404;5400;1;108000;108000;108000;108000;1080;5;10;5
2814;;17771;8100;1;162000;162000;162000;162000;1620;5;10;5
2815;;16690;5400;1;108000;108000;108000;108000;1080;5;10;5
2816;;16631;5400;1;108000;108000;108000;108000;1080;5;10;5
2818;;2817;20000;2;120000;80000;2000000;300000;4000;5;10;100
2819;;17772;5400;1;108000;108000;108000;108000;1080;5;10;5
2820;;24567;17280;1;345600;345600;345600;345600;3456;5;10;5
2821;;16216;17280;1;345600;345600;345600;345600;3456;5;10;5
2822;;17773;10800;1;216000;216000;216000;216000;2160;5;10;5
2823;;16696;8100;1;162000;162000;162000;162000;1620;5;10;5
2824;;16697;8100;1;162000;162000;162000;162000;1620;5;10;5
2825;;17408;5400;1;108000;108000;108000;108000;1080;5;10;5
2826;;17167;5400;1;108000;108000;108000;108000;1080;5;10;5
2827;;17407;8100;1;162000;162000;162000;162000;1620;5;10;5
2828;;17168;8100;1;162000;162000;162000;162000;1620;5;10;5
2829;;17406;10800;1;216000;216000;216000;216000;2160;5;10;5
2830;;16694;10800;1;216000;216000;216000;216000;2160;5;10;5
2835;;2834;120;1;120;120;120;120;5;5;5;1000
2837;;2836;12000;1;240000;240000;240000;180000;2400;5;10;1000
2839;;2838;1800;1;36000;36000;36000;360000;360;5;10;1000
2864;;2863;12000;1;240000;240000;240000;2400000;2400;5;10;1000
2866;;2865;16000;2;96000;64000;1600000;240000;3200;5;10;100
2874;;2873;2000;2;12000;8000;200000;30000;400;5;10;100
2890;;2889;4000;2;24000;16000;400000;60000;800;5;10;100
2898;;2897;8000;2;48000;32000;800000;120000;1600;5;10;100
2906;;2905;5000;2;30000;20000;500000;75000;1000;5;10;100
2914;;2913;9000;2;54000;36000;900000;135000;1800;5;10;100
2922;;2921;10000;2;60000;40000;1000000;150000;2000;5;10;100
2938;;2937;7000;2;42000;28000;700000;105000;1400;5;10;100
2946;;2945;12000;2;72000;48000;1200000;180000;2400;5;10;100
2949;;2948;45000;1;270000;180000;450000;12000;9000;5;10;10
2954;;2953;13000;2;78000;52000;1300000;195000;2600;5;10;100
2962;;2961;15000;2;90000;60000;1500000;225000;3000;5;10;100
2970;;2969;11000;2;66000;44000;1100000;165000;2200;5;10;100
2978;;2977;6000;2;36000;24000;600000;90000;1200;5;10;100
2986;;2985;13000;2;78000;52000;1300000;195000;2600;5;10;100
2994;;2993;4000;2;24000;16000;400000;60000;800;5;10;100
3002;;3001;3000;2;18000;12000;300000;45000;600;5;10;100
3010;;3009;9000;2;54000;36000;900000;135000;1800;5;10;100
3018;;3017;2000;2;12000;8000;200000;30000;400;5;10;100
3026;;3025;11000;2;66000;44000;1100000;165000;2200;5;10;100
3034;;3033;6000;2;36000;24000;600000;90000;1200;5;10;100
3039;;2998;12000;1;240000;240000;240000;180000;2400;5;10;15
3042;;3041;5000;2;30000;20000;500000;75000;1000;5;10;100
3050;;3049;15000;2;90000;60000;1500000;225000;3000;5;10;100
3058;;3057;14000;2;84000;56000;1400000;210000;2800;5;10;100
3066;;3065;16000;2;96000;64000;1600000;240000;3200;5;10;100
3075;;3074;7000;2;42000;28000;700000;105000;1400;5;10;100
3083;;3082;11000;2;66000;44000;1100000;165000;2200;5;10;100
3091;;3090;15000;2;90000;60000;1500000;225000;3000;5;10;100
3099;;3098;2000;2;12000;8000;200000;30000;400;5;10;100
3107;;3106;6000;2;36000;24000;600000;90000;1200;5;10;100
3115;;3114;13000;2;78000;52000;1300000;195000;2600;5;10;100
3123;;3122;12000;2;72000;48000;1200000;180000;2400;5;10;100
3131;;3130;8000;2;48000;32000;800000;120000;1600;5;10;100
3139;;3138;9000;2;54000;36000;900000;135000;1800;5;10;100
3147;;3146;10000;2;60000;40000;1000000;150000;2000;5;10;100
3155;;3154;15000;2;90000;60000;1500000;225000;3000;5;10;100
3163;;3162;3000;2;18000;12000;300000;45000;600;5;10;100
3171;;3170;4000;2;24000;16000;400000;60000;800;5;10;100
3179;;3178;5000;2;30000;20000;500000;75000;1000;5;10;100
3187;;3186;14000;2;84000;56000;1400000;210000;2800;5;10;100
3243;;3242;600;1;12000;12000;12000;9000;120;5;10;300
3245;;3244;11000;2;90000;60000;1100000;165000;2200;5;10;100
3286;;3285;7000;2;42000;28000;700000;105000;1400;5;10;100
3473;;3472;10000;2;60000;40000;1000000;150000;2000;5;10;100
3489;;3488;4000;2;24000;16000;400000;60000;800;5;10;100
3497;;3496;6000;2;36000;24000;600000;90000;1200;5;10;100
3505;;3504;8000;2;48000;32000;800000;120000;1600;5;10;100
3513;;3512;8000;2;48000;32000;800000;120000;1600;5;10;100
3515;;3514;2560000;1;15360000;10240000;5120000;2400000;512000;5;10;1
3517;;3516;40000;2;240000;160000;400000;600000;8000;5;10;1000
3519;;3518;160000;2;960000;640000;1600000;2400000;32000;5;10;1000
3521;;3520;10000;2;60000;40000;1000000;150000;2000;5;10;100
3529;;3528;600;1;12000;12000;12000;9000;120;5;10;300
3531;;3530;6000;2;36000;24000;600000;90000;1200;5;10;100
3533;;3532;6000;1;120000;120000;120000;90000;1200;5;10;1000
3535;;3534;90000;1;540000;360000;900000;120000;18000;5;10;1000
3537;;3536;90000;1;540000;360000;900000;120000;18000;5;10;1000
3539;;3538;600;1;12000;12000;12000;9000;120;5;10;300
3541;;3540;9000;2;54000;36000;900000;135000;1800;5;10;100
3543;;3542;90000;1;540000;360000;900000;120000;18000;5;10;1000
3545;;3544;90000;1;540000;360000;900000;120000;18000;5;10;1000
3547;;3546;90000;1;540000;360000;900000;120000;18000;5;10;1000
3553;;3552;120;1;2400;2400;2400;24000;24;5;10;1500
3555;;3554;120;1;2400;2400;2400;24000;24;5;10;1500
3557;;3550;90000;1;540000;360000;900000;120000;18000;5;10;1000
3560;;3559;90000;1;540000;360000;900000;120000;18000;5;10;1000
3562;;3561;90000;1;540000;360000;900000;120000;18000;5;10;1000
3564;;3563;90000;1;540000;360000;900000;120000;18000;5;10;1000
3567;;3566;600;1;12000;12000;12000;9000;120;5;10;300
3569;;3568;4000;2;24000;16000;400000;60000;800;5;10;100
3570;;3565;90000;1;540000;360000;900000;120000;18000;5;10;1000
3572;;3571;90000;1;540000;360000;900000;120000;18000;5;10;1000
3574;;3573;90000;1;540000;360000;900000;120000;18000;5;10;1000
3577;;3576;600;1;12000;12000;12000;9000;120;5;10;300
3579;;3578;6000;2;36000;24000;600000;90000;1200;5;10;100
3580;;3575;90000;1;540000;360000;900000;120000;18000;5;10;1000
3582;;3581;600;1;12000;12000;12000;9000;120;5;10;1000
3587;;3586;600;1;12000;12000;12000;9000;120;5;10;300
3589;;3588;4000;2;24000;16000;400000;60000;800;5;10;100
3590;;3585;600;1;12000;12000;12000;9000;120;5;10;1000
3597;;3596;600;1;12000;12000;12000;9000;120;5;10;300
3599;;3598;5000;2;30000;20000;500000;75000;1000;5;10;100
3607;;3606;600;1;12000;12000;12000;9000;120;5;10;300
3609;;3608;6000;2;36000;24000;600000;90000;1200;5;10;100
3617;;3616;90000;1;540000;360000;900000;120000;18000;5;10;10
3619;;3618;7000;2;42000;28000;700000;120000;1400;5;10;100
3654;;3653;600;1;12000;12000;12000;9000;120;5;10;300
3656;;3655;6000;2;36000;24000;600000;90000;1200;5;10;100
3664;;3663;600;1;12000;12000;12000;9000;120;5;10;300
3666;;3665;9000;2;54000;36000;900000;135000;1800;5;10;100
3734;;3733;120;1;2400;2400;2400;24000;24;5;5;1500
3736;;3735;120;1;2400;2400;2400;24000;24;5;5;1500
3738;;3737;120;1;2400;2400;2400;24000;24;5;5;1500
3752;;3751;6000;1;120000;120000;120000;1200000;1200;5;10;30
3754;;3753;6000;1;120000;120000;120000;1200000;1200;5;10;30
3765;;3764;5120000;1;30720000;20480000;10240000;7200000;1024000;5;10;1
3767;;3766;6000;1;120000;120000;120000;90000;1200;5;10;30
3769;;3768;6000;1;120000;120000;120000;1200000;1200;5;10;30
3794;;3793;600;1;12000;12000;12000;9000;120;5;10;1000
3830;;3829;600;1;12000;12000;12000;9000;120;5;10;300
3832;;3831;4000;2;24000;24000;400000;60000;800;5;10;100
3840;;3839;600;1;12000;12000;12000;9000;120;5;10;300
3842;;3841;5000;2;30000;30000;500000;75000;1000;5;10;100
3927;28265;3923;120;1;120;120;120;120;5;5;5;1000
3928;;3922;120;1;120;120;120;120;5;5;5;1000
3938;;3937;600;1;12000;12000;12000;9000;120;5;10;300
3940;;3939;9000;2;36000;24000;900000;135000;1800;5;10;100
3942;;3941;600;1;12000;12000;12000;9000;120;5;10;300
3944;;3943;9000;2;36000;24000;900000;135000;1800;5;10;100
3948;;3947;600;1;12000;12000;12000;9000;120;5;10;300
3950;;3949;9000;2;36000;24000;900000;135000;1800;5;10;100
3954;;3953;600;1;12000;12000;12000;9000;120;5;10;300
3956;;3955;9000;2;36000;24000;900000;135000;1800;5;10;100
3963;;3962;21600;1;432000;4320000;432000;432000;4320;0;0;1000
3978;;3977;600;1;12000;12000;12000;9000;120;5;10;300
3980;;3979;12000;2;48000;36000;1200000;180000;2400;5;10;100
3982;;3981;600;1;12000;12000;12000;9000;120;5;10;300
3984;;3983;12000;2;48000;36000;1200000;180000;2400;5;10;100
3988;;3987;600;1;12000;12000;12000;9000;120;5;10;300
3990;;3989;12000;2;48000;36000;1200000;180000;2400;5;10;100
3991;;3986;9000;2;54000;36000;1500000;9000;120;5;10;100
3994;;3993;600;1;12000;12000;12000;9000;120;5;10;300
3996;;3995;12000;2;48000;36000;1200000;180000;2400;5;10;100
4006;;4005;18000;1;360000;360000;360000;270000;3600;5;10;1000
4148;;4147;12000;2;72000;48000;1200000;180000;2400;5;10;100
4249;;4248;6000;2;36000;24000;1100000;9000;120;5;10;100
4251;;4250;3000;2;18000;12000;700000;9000;120;5;10;100
4253;;4252;90000;2;108000;720000;3000000;120000;18000;5;10;10
4255;;4254;3000;2;18000;12000;700000;9000;120;5;10;100
4257;;4256;3000;2;18000;12000;700000;9000;120;5;10;100
4259;;4258;3000;2;18000;12000;700000;9000;120;5;10;100
4261;;4260;3000;2;18000;12000;700000;9000;120;5;10;100
4263;;4262;6000;2;36000;24000;1100000;120;600;5;5;100
4265;;4264;6000;2;36000;24000;1100000;120;600;5;5;100
4267;;4266;6000;2;36000;24000;1100000;120;600;5;5;100
4269;;4268;6000;2;36000;24000;1100000;120;600;5;5;100
4271;;4270;6000;2;36000;24000;1100000;120;600;5;5;100
4273;;4272;6000;2;36000;24000;1100000;120;600;5;5;100
4275;;4274;6000;2;36000;24000;1100000;120;600;5;5;100
4277;;4276;6000;2;36000;24000;1100000;120;600;5;5;100
4279;;4278;6000;2;36000;24000;1100000;120;600;5;5;100
4281;;4280;6000;2;36000;24000;1100000;120;600;5;5;100
4283;;4282;6000;2;36000;24000;1100000;120;600;5;5;100
4285;;4284;6000;2;36000;24000;1100000;120;600;5;5;100
4287;;4286;6000;2;36000;24000;1100000;120;600;5;5;100
4289;;4288;6000;2;36000;24000;1100000;120;600;5;5;100
4291;;4290;6000;2;36000;24000;1100000;120;600;5;5;100
4293;;4292;90000;2;108000;720000;3000000;120000;18000;5;10;10
4295;;4294;90000;2;108000;720000;3000000;120000;18000;5;10;10
4298;;4296;6000;2;36000;24000;1100000;9000;120;5;10;100
4300;;4299;3000;2;18000;12000;700000;9000;120;5;10;100
4305;;4302;15000;1;240000;360000;360000;225000;3000;5;10;15
4307;;4306;15000;1;240000;360000;360000;225000;3000;5;10;15
4309;;4308;15000;1;240000;360000;360000;225000;3000;5;10;15
4311;;4310;15000;1;240000;360000;360000;225000;3000;5;10;15
4313;;4312;300;1;12000;12000;12000;9000;120;10;5;300
4314;;4051;300;1;12000;12000;12000;9000;120;10;5;300
4315;;4247;300;1;12000;12000;12000;9000;120;10;5;300
4316;;4246;300;1;12000;12000;12000;9000;120;10;5;300
4364;;4363;12000;1;240000;240000;240000;180000;2400;5;10;1000
4370;;4369;1500;1;30000;30000;30000;22500;300;5;10;1000
4384;;4383;600;1;12000;12000;12000;9000;120;5;10;300
4387;;4386;40000;1;480000;360000;400000;36000;8000;5;10;10
4389;;4388;12000;1;240000;240000;240000;180000;2400;5;10;1000
4392;;4391;600;1;12000;12000;12000;9000;120;5;10;300
4394;;4393;600;1;12000;12000;12000;9000;120;5;10;300
4396;;4395;3000;1;60000;60000;60000;45000;600;5;10;300
4398;;4397;6000;1;120000;120000;120000;90000;1200;5;10;300
4400;;4399;15000;2;300000;300000;300000;225000;3000;5;10;10
4402;;4401;30000;2;600000;600000;600000;450000;6000;5;10;10
4404;;4403;600;1;12000;12000;12000;9000;120;5;10;300
4406;;4405;5000;2;24000;24000;500000;75000;1000;5;10;100
4408;;4407;300;1;6000;6000;6000;4500;60;5;10;1000
4410;;4409;600;1;12000;12000;12000;9000;120;5;10;300
9945;;9944;600;1;12000;12000;12000;9000;120;5;10;300
10040;;10039;600;1;12000;12000;12000;120000;120;5;10;300
10191;;10190;5000;2;24000;24000;500000;75000;1000;5;10;100
10247;;10246;480;1;9600;9600;9600;7200;96;5;10;1500
10251;;10250;1000;2;12000;8000;100000;15000;200;5;10;100
10630;;10629;600;1;12000;12000;12000;9000;120;5;10;300
10632;;10631;1000;2;6000;4000;100000;15000;200;5;10;100
10643;;10642;600;1;12000;12000;12000;120000;120;5;10;300
10679;;10678;600;1;12000;12000;12000;9000;120;5;10;300
10681;;10680;4000;2;24000;12000;400000;60000;800;5;10;100
10837;;10836;600;1;12000;12000;12000;9000;120;5;10;300
10839;;10838;600;1;12000;12000;12000;9000;120;5;10;300
10841;;10840;600;1;12000;12000;12000;9000;120;5;10;300
10843;;10842;8000;2;48000;32000;800000;120000;1600;5;10;100
10851;;10850;4500;2;27000;18000;450000;67500;900;5;10;100
10859;;10858;6000;2;36000;24000;600000;90000;1200;5;10;100
11012;;11011;12000;1;240000;240000;240000;2400000;2400;5;10;15
11074;;19534;600;1;12000;12000;12000;120000;120;5;10;300
11130;;11129;2000;1;120000;120000;120000;90000;400;5;10;30
11133;;11132;2000;1;120000;120000;120000;90000;400;5;10;30
11135;;11134;2000;1;120000;120000;120000;90000;400;5;10;30
11173;;11172;30000;2;180000;120000;300000;450000;6000;5;10;10
11175;;11174;40000;2;240000;160000;400000;450000;8000;5;10;10
11177;;11176;25000;2;150000;100000;250000;375000;5000;5;10;10
11179;;11178;25000;2;150000;100000;250000;375000;5000;5;10;10
11183;;11182;30000;2;180000;120000;300000;450000;6000;5;10;10
11185;;11184;25000;2;150000;100000;250000;375000;5000;5;10;10
11187;;11186;25000;2;150000;100000;250000;375000;5000;5;10;10
11189;;11188;30000;2;180000;120000;300000;450000;6000;5;10;10
11191;;11190;40000;2;240000;160000;400000;450000;8000;5;10;10
11193;;11192;30000;2;180000;120000;300000;450000;6000;5;10;10
11195;;11194;40000;2;240000;160000;400000;450000;8000;5;10;10
11197;;11196;25000;2;150000;100000;250000;375000;5000;5;10;10
11199;;11198;25000;2;150000;100000;250000;375000;5000;5;10;10
11201;;11200;25000;2;150000;100000;250000;375000;5000;5;10;10
11203;;11202;25000;2;150000;100000;250000;375000;5000;5;10;10
11216;;11215;600;1;12000;12000;12000;120000;120;5;10;300
11218;;11217;600;1;12000;12000;12000;9000;120;5;10;300
11220;;11219;6000;2;36000;24000;600000;90000;1200;5;10;100
11226;;11225;600;1;12000;12000;12000;120000;120;5;10;300
11228;;11227;600;1;12000;12000;12000;9000;120;5;10;300
11230;;11229;6000;2;36000;24000;600000;90000;1200;5;10;100
11236;;11235;600;1;12000;12000;12000;120000;120;5;10;300
11238;;11237;600;1;12000;12000;12000;9000;120;5;10;300
11240;;11239;6000;2;36000;24000;600000;90000;1200;5;10;100
11246;;11245;600;1;12000;12000;12000;120000;120;5;10;300
11248;;11247;600;1;12000;12000;12000;9000;120;5;10;300
11250;;11249;6000;2;36000;24000;600000;90000;1200;5;10;100
11256;;11255;600;1;12000;12000;12000;120000;120;5;10;300
11258;;11257;600;1;12000;12000;12000;9000;120;5;10;300
11260;;11259;6000;2;36000;24000;600000;90000;1200;5;10;100
11266;;11265;600;1;12000;12000;12000;120000;120;5;10;300
11268;;11267;600;1;12000;12000;12000;9000;120;5;10;300
11270;;11269;6000;2;36000;24000;600000;90000;1200;5;10;100
11278;;11277;600;1;12000;12000;12000;9000;120;5;10;300
11280;;11279;600;1;12000;12000;12000;9000;120;5;10;300
11284;;11283;120;1;2400;2400;2400;24000;24;5;10;1500
11286;;11285;120;1;2400;2400;2400;24000;24;5;10;1500
11288;;11287;120;1;2400;2400;2400;24000;24;5;10;1500
11290;;11289;120;1;2400;2400;2400;24000;24;5;10;1500
11292;;11291;600;1;12000;12000;12000;9000;120;5;10;300
11294;;11293;600;1;12000;12000;12000;9000;120;5;10;300
11296;;11295;600;1;12000;12000;12000;9000;120;5;10;300
11298;;11297;600;1;12000;12000;12000;9000;120;5;10;300
11300;;11299;600;1;12000;12000;12000;9000;120;5;10;300
11302;;11301;600;1;12000;12000;12000;9000;120;5;10;300
11304;;11303;600;1;12000;12000;12000;9000;120;5;10;300
11306;;11305;600;1;12000;12000;12000;9000;120;5;10;300
11356;;11355;600;1;12000;12000;12000;9000;120;5;10;300
11358;;11357;600;1;12000;12000;12000;9000;120;5;10;300
11360;;11359;600;1;12000;12000;12000;9000;120;5;10;300
11366;;11365;40000;2;240000;160000;400000;600000;8000;5;10;10
11372;;11371;40000;2;240000;160000;400000;600000;8000;5;10;10
11374;;11373;40000;2;240000;160000;400000;600000;8000;5;10;10
11376;;11375;35000;2;210000;140000;420000;525000;7000;5;10;10
11378;;11377;35000;2;210000;140000;420000;525000;7000;5;10;10
11380;;11379;40000;2;240000;160000;400000;600000;8000;5;10;10
11382;;11381;40000;2;240000;160000;400000;600000;8000;5;10;10
11384;;11383;30000;2;180000;120000;300000;450000;6000;5;10;10
11388;;11387;40000;2;240000;160000;400000;450000;8000;5;10;10
11390;;11389;30000;2;180000;120000;300000;450000;6000;5;10;10
11394;;11393;40000;2;240000;160000;400000;600000;8000;5;10;10
11401;;11400;40000;2;240000;160000;400000;600000;8000;5;10;10
11562;;11561;600;1;12000;12000;12000;9000;120;5;10;300
11564;;11563;600;1;12000;12000;12000;9000;120;5;10;300
11568;;11567;5120000;1;30720000;20480000;10240000;7200000;1024000;5;10;1
11612;;2363;600;1;12000;12000;12000;9000;120;5;10;300
11613;;10998;600;1;12000;12000;12000;9000;120;5;10;300
11614;;2108;600;1;12000;12000;12000;9000;120;5;10;300
11616;;1998;600;1;12000;12000;12000;9000;120;5;10;300
11617;;2103;600;1;12000;12000;12000;9000;120;5;10;300
11619;;3887;600;1;12000;12000;12000;9000;120;5;10;300
11620;;1973;600;1;12000;12000;12000;9000;120;5;10;300
11621;;1977;600;1;12000;12000;12000;9000;120;5;10;300
11622;;2004;600;1;12000;12000;12000;9000;120;5;10;300
11623;;2002;600;1;12000;12000;12000;9000;120;5;10;300
11624;;2003;600;1;12000;12000;12000;9000;120;5;10;300
11625;;1947;600;1;12000;12000;12000;9000;120;5;10;300
11626;;2005;600;1;12000;12000;12000;9000;120;5;10;300
11628;;1948;600;1;12000;12000;12000;9000;120;5;10;300
11629;;1957;600;1;12000;12000;12000;9000;120;5;10;300
11630;;1958;600;1;12000;12000;12000;9000;120;5;10;300
11631;;1955;600;1;12000;12000;12000;9000;120;5;10;300
11632;;1956;600;1;12000;12000;12000;9000;120;5;10;300
11634;;1986;600;1;12000;12000;12000;9000;120;5;10;300
11641;;11640;6000;2;24000;24000;600000;90000;1200;5;10;100
11643;;11642;12000;2;72000;48000;1200000;180000;2400;5;10;100
11645;;11644;12000;2;72000;48000;1200000;180000;2400;5;10;100
11647;;11646;12000;2;72000;48000;1200000;180000;2400;5;10;100
11649;;11648;12000;2;72000;48000;1200000;180000;2400;5;10;100
11747;;3888;6000;2;24000;24000;600000;90000;1200;5;10;100
11750;;2259;6000;2;36000;24000;600000;90000;1200;5;10;100
11754;;2260;6000;2;36000;24000;600000;90000;1200;5;10;100
11758;;2261;6000;2;36000;24000;600000;90000;1200;5;10;100
11762;;2258;7000;2;41000;28000;700000;105000;1400;5;10;100
11766;;2262;6000;2;36000;24000;600000;90000;1200;5;10;100
11770;;1959;600;1;12000;12000;12000;9000;120;5;10;300
11771;;1960;10000;2;60000;40000;2000000;150000;2000;5;10;100
11775;;2563;8000;2;24000;24000;800000;120000;1600;5;10;100
11779;;2567;9000;2;24000;24000;900000;135000;1800;5;10;100
11783;;2559;8000;2;24000;24000;800000;120000;1600;5;10;100
11787;;2571;8000;2;24000;36000;800000;120000;1600;5;10;100
11791;;2575;8000;2;24000;24000;800000;120000;1600;5;10;100
11795;;2364;5000;2;30000;20000;500000;75000;1000;5;10;100
11798;;1963;600;1;12000;12000;12000;9000;120;5;10;300
11799;;1964;4500;2;24000;24000;450000;67500;900;5;10;100
11803;;1968;600;1;12000;12000;12000;9000;120;5;10;300
11804;;1969;8000;2;24000;24000;800000;120000;1600;5;10;100
11808;;1952;4500;2;24000;24000;450000;67500;900;5;10;100
11812;;1987;6000;2;36000;24000;600000;90000;1200;5;5;100
11820;;2579;600;1;12000;12000;12000;9000;120;5;10;300
11821;;2580;2000;2;18000;12000;200000;30000;400;5;10;100
11824;;2583;600;1;12000;12000;12000;9000;120;5;10;300
11825;;2584;2000;2;18000;12000;200000;30000;400;5;10;100
11828;;2587;600;1;12000;12000;12000;9000;120;5;10;300
11829;;2588;2000;2;18000;12000;200000;30000;400;5;10;100
11832;;2591;600;1;12000;12000;12000;9000;120;5;10;300
11833;;2592;2000;2;18000;12000;200000;30000;400;5;10;100
11836;;4013;600;1;12000;12000;12000;9000;120;5;10;300
11837;;4014;2000;2;18000;12000;200000;30000;400;5;10;100
11840;;1978;7000;2;24000;24000;700000;105000;1400;5;10;100
11844;;2109;8000;2;24000;24000;800000;120000;1600;5;10;100
11848;;1999;5000;2;24000;24000;500000;75000;1000;5;10;100
