STATIONID;SECURITY;DOCKINGCOSTPERVOLUME;MAXSHIPVOLUMEDOCKABLE;OFFICERENTALCOST;OPERATIONID;STATIONTYPEID;CORPORATIONID;SOLARSYSTEMID;CONSTELLATIONID;REGIONID;STATIONNAME;X;Y;Z;REPROCESSINGEFFICIENCY;REPROCESSINGSTATIONSTAKE;REPROCESSINGHANGARFLAG
60000442;0;0;50000000;10000;9;4023;1000005;30002804;20000411;10000033;Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve;8,76911E+11;-1,77668E+11;18968371200;0,5;0,05;4
60000445;0;0;50000000;10000;7;4023;1000005;30002802;20000411;10000033;Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost;-1,11617E+12;-64833576960;-4,04295E+12;0,32;0,05;4
60000448;0;0;50000000;10000;8;4024;1000005;30000139;20000020;10000002;Urlen VII - Moon 6 - Hyasyoda Corporation Refinery;-39639244800;-5172142080;-8,87355E+11;0,5;0,05;4
60000451;0;0;50000000;10000;8;4024;1000005;30000142;20000020;10000002;Jita IV - Moon 6 - Hyasyoda Corporation Refinery;-1,07072E+11;-18704179200;4,36344E+11;0,5;0,05;4
60000454;0;0;50000000;10000;9;4023;1000005;30000143;20000020;10000002;Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve;1,26178E+12;-42279198720;1,50153E+12;0,5;0,05;4
60000457;0;0;50000000;10000;7;4023;1000005;30000143;20000020;10000002;Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost;3,13658E+12;-1,05091E+11;-1,73106E+12;0,32;0,05;4
60000460;0;0;50000000;10000;9;4023;1000005;30000143;20000020;10000002;Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve;3,11669E+12;-1,04425E+11;-1,75352E+12;0,5;0,05;4
60000463;0;0;50000000;10000;8;4024;1000005;30000142;20000020;10000002;Jita VI - Hyasyoda Corporation Refinery;2,90793E+12;5,07986E+11;-9,50941E+11;0,5;0,05;4
60000466;0;0;50000000;10000;7;4023;1000005;30001409;20000206;10000016;Umokka X - Moon 21 - Hyasyoda Corporation Mining Outpost;-1,3432E+11;-23355187200;1,75679E+12;0,32;0,05;4
60000469;0;0;50000000;10000;7;4023;1000005;30001409;20000206;10000016;Umokka VI - Moon 2 - Hyasyoda Corporation Mining Outpost;-81213726720;-14120509440;3,45016E+11;0,32;0,05;4
60000472;0;0;50000000;10000;8;4024;1000005;30001408;20000206;10000016;Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery;5,95272E+11;1,15355E+11;1,13657E+12;0,5;0,05;4
60000475;0;0;50000000;10000;9;4023;1000005;30001404;20000206;10000016;Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve;-6,71133E+11;44086763520;-1,4553E+12;0,5;0,05;4
60000478;0;0;50000000;10000;7;4023;1000005;30001409;20000206;10000016;Umokka VII - Moon 9 - Hyasyoda Corporation Mining Outpost;3,99611E+11;69482618880;3,97522E+11;0,32;0,05;4
60000481;0;0;50000000;10000;9;4023;1000005;30001404;20000206;10000016;Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve;-6,67347E+11;43838545920;-1,45425E+12;0,5;0,05;4
60000484;0;0;50000000;10000;7;4023;1000005;30000204;20000029;10000002;Ohkunen V - Moon 19 - Hyasyoda Corporation Mining Outpost;1,60568E+12;-3,12925E+11;1,12487E+12;0,32;0,05;4
60000487;0;0;50000000;10000;7;4023;1000005;30000206;20000029;10000002;Wirashoda VII - Moon 5 - Hyasyoda Corporation Mining Outpost;-1,06875E+12;-48692305920;-2,49647E+11;0,32;0,05;4
60000490;0;0;50000000;10000;7;4023;1000005;30000206;20000029;10000002;Wirashoda V - Hyasyoda Corporation Mining Outpost;-1,47564E+11;-6727557120;-29413908480;0,32;0,05;4
60000493;0;0;50000000;10000;7;4023;1000005;30000203;20000029;10000002;Eruka V - Moon 5 - Hyasyoda Corporation Mining Outpost;54917406720;7220551680;-5,06414E+11;0,32;0,05;4
60000496;0;0;50000000;10000;9;4023;1000005;30000201;20000029;10000002;Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve;-2,51511E+12;-5,09115E+11;1,00458E+12;0,5;0,05;4
60000499;0;0;50000000;10000;7;4023;1000005;30000203;20000029;10000002;Eruka VIII - Moon 18 - Hyasyoda Corporation Mining Outpost;5,8665E+11;77128949760;-1,46571E+12;0,32;0,05;4
60000502;0;0;50000000;10000;9;4023;1000005;30000147;20000021;10000002;Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve;-2,71826E+11;31535800320;-1,68962E+11;0,5;0,05;4
60000505;0;0;50000000;10000;8;4024;1000005;30000148;20000021;10000002;Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery;2,26735E+12;37925560320;-3,15828E+12;0,5;0,05;4
60000508;0;0;50000000;10000;8;4024;1000005;30000149;20000021;10000002;Gekutami III - Hyasyoda Corporation Refinery;60705054720;-5160837120;-2,06033E+11;0,5;0,05;4
60000511;0;0;50000000;10000;9;4023;1000005;30000149;20000021;10000002;Gekutami V - Hyasyoda Corporation Mineral Reserve;4,89419E+11;-41637765120;-1,97679E+11;0,5;0,05;4
60000514;0;0;50000000;10000;9;4023;1000005;30000152;20000021;10000002;Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve;4,50548E+11;-8094720000;41218498560;0,5;0,05;4
60000517;0;0;50000000;10000;8;4024;1000005;30000148;20000021;10000002;Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery;-7,4446E+11;-12450078720;-3,97647E+11;0,5;0,05;4
60000520;0;0;50000000;10000;7;4023;1000005;30000184;20000026;10000002;Uminas IV - Moon 1 - Hyasyoda Corporation Mining Outpost;-2,02133E+11;25968844800;33028300800;0,32;0,05;4
60000523;0;0;50000000;10000;7;4023;1000005;30000183;20000026;10000002;Nuken VII - Moon 20 - Hyasyoda Corporation Mining Outpost;-6,06167E+11;-52890132480;3,17546E+11;0,32;0,05;4
60000526;0;0;50000000;10000;7;4023;1000005;30000187;20000026;10000002;Wuos V - Moon 1 - Hyasyoda Corporation Mining Outpost;2,22347E+11;25779855360;-4,43921E+11;0,32;0,05;4
60000529;0;0;50000000;10000;9;4023;1000005;30000185;20000026;10000002;Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve;-18298429440;-2109972480;-1,33522E+12;0,5;0,05;4
60000532;0;0;50000000;10000;7;4023;1000005;30000184;20000026;10000002;Uminas VI - Moon 6 - Hyasyoda Corporation Mining Outpost;-1,16539E+12;1,49723E+11;4,85148E+11;0,32;0,05;4
60000535;0;0;50000000;10000;9;4023;1000005;30000180;20000026;10000002;Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve;-7,09972E+11;1,40505E+11;-6,96684E+11;0,5;0,05;4
60000538;0;0;50000000;10000;8;4024;1000005;30002764;20000405;10000033;Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery;-5,09806E+11;34837340160;-31544647680;0,5;0,05;4
60000541;0;0;50000000;10000;8;4024;1000005;30002764;20000405;10000033;Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery;-5,10127E+11;34859212800;-31390064640;0,5;0,05;4
60000544;0;0;50000000;10000;9;4023;1000005;30002766;20000405;10000033;Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve;1,70684E+12;-2,86671E+11;3,55187E+12;0,5;0,05;4
60000547;0;0;50000000;10000;8;4024;1000005;30002763;20000405;10000033;Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery;1,76122E+12;2,23045E+11;2,46293E+12;0,5;0,05;4
60000550;0;0;50000000;10000;9;4023;1000005;30002763;20000405;10000033;Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve;1,76178E+12;2,23118E+11;2,47094E+12;0,5;0,05;4
60000553;0;0;50000000;10000;7;4023;1000005;30002766;20000405;10000033;Iivinen X - Moon 5 - Hyasyoda Corporation Mining Outpost;1,70743E+12;-2,86771E+11;3,54998E+12;0,32;0,05;4
60000556;0;0;50000000;10000;7;4023;1000005;30002797;20000410;10000033;Kaunokka IV - Hyasyoda Corporation Mining Outpost;98016583680;512286720;3,41575E+11;0,32;0,05;4
60000559;0;0;50000000;10000;9;4023;1000005;30002797;20000410;10000033;Kaunokka II - Moon 1 - Hyasyoda Corporation Mineral Reserve;-1,65128E+11;-868638720;-30465761280;0,5;0,05;4
60000562;0;0;50000000;10000;8;4024;1000005;30002799;20000410;10000033;Oisio III - Moon 1 - Hyasyoda Corporation Refinery;-73594429440;2108989440;2,75376E+11;0,5;0,05;4
60000565;0;0;50000000;10000;7;4023;1000005;30002798;20000410;10000033;Venilen VIII - Moon 3 - Hyasyoda Corporation Mining Outpost;-4,72747E+11;-68912209920;2,88683E+11;0,32;0,05;4
60000568;0;0;50000000;10000;7;4023;1000005;30002798;20000410;10000033;Venilen VIII - Moon 8 - Hyasyoda Corporation Mining Outpost;-4,75023E+11;-69244723200;2,88583E+11;0,32;0,05;4
60000571;0;0;50000000;10000;7;4023;1000005;30002798;20000410;10000033;Venilen XI - Moon 14 - Hyasyoda Corporation Mining Outpost;-1,8377E+12;-2,67879E+11;1,58094E+12;0,32;0,05;4
60000574;0;0;50000000;10000;9;4023;1000005;30000193;20000027;10000002;Vouskiaho III - Hyasyoda Corporation Mineral Reserve;2,76652E+11;23177994240;86103859200;0,5;0,05;4
60000577;0;0;50000000;10000;8;4024;1000005;30000189;20000027;10000002;Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery;1,76493E+11;-990044160;88063795200;0,5;0,05;4
60000580;0;0;50000000;10000;9;4023;1000005;30000193;20000027;10000002;Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve;1,56503E+12;1,31095E+11;-8,85373E+11;0,5;0,05;4
60000583;0;0;50000000;10000;8;4024;1000005;30000192;20000027;10000002;Otanuomi VI - Moon 7 - Hyasyoda Corporation Refinery;-2,31333E+12;1,32195E+11;1,96642E+12;0,5;0,05;4
60000586;0;0;50000000;10000;8;4024;1000005;30000192;20000027;10000002;Otanuomi V - Moon 16 - Hyasyoda Corporation Refinery;3,54312E+11;-20247306240;-1,14445E+12;0,5;0,05;4
60000589;0;0;50000000;10000;8;4024;1000005;30000193;20000027;10000002;Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery;1,73329E+12;1,45191E+11;-4,36043E+12;0,5;0,05;4
60000592;0;0;50000000;10000;9;4023;1000005;30001356;20000198;10000016;Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve;-3,92862E+11;-46531584000;-68934819840;0,5;0,05;4
60000595;0;0;50000000;10000;7;4023;1000005;30001360;20000198;10000016;Kiskoken I - Hyasyoda Corporation Mining Outpost;54613893120;10847232000;901324800;0,32;0,05;4
60000598;0;0;50000000;10000;9;4023;1000005;30001358;20000198;10000016;Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve;-8,66653E+11;1,34017E+11;1,84667E+12;0,5;0,05;4
60000601;0;0;50000000;10000;8;4024;1000005;30001356;20000198;10000016;Dantumi III - Hyasyoda Corporation Refinery;-66032885760;-7817256960;1,64287E+11;0,5;0,05;4
60000604;0;0;50000000;10000;7;4023;1000005;30001360;20000198;10000016;Kiskoken VII - Moon 2 - Hyasyoda Corporation Mining Outpost;1,61638E+12;3,20958E+11;-2,06057E+11;0,32;0,05;4
60000607;0;0;50000000;10000;8;4024;1000005;30001357;20000198;10000016;Antiainen I - Hyasyoda Corporation Refinery;12277063680;629514240;-94972354560;0,5;0,05;4
60000610;0;0;50000000;10000;7;4023;1000006;30002775;20000407;10000033;Paara I - Deep Core Mining Inc. Mining Outpost;-15199150080;-703488000;46665768960;0,32;0,05;4
60000613;0;0;50000000;10000;7;4023;1000006;30002779;20000407;10000033;Ono V - Moon 2 - Deep Core Mining Inc. Mining Outpost;-6,40134E+11;-65504993280;-5,07244E+11;0,32;0,05;4
60000616;0;0;50000000;10000;7;4023;1000006;30002779;20000407;10000033;Ono VI - Moon 6 - Deep Core Mining Inc. Mining Outpost;1,47448E+12;1,50885E+11;1,52389E+12;0,32;0,05;4
60000619;0;0;50000000;10000;7;4023;1000006;30002802;20000411;10000033;Kusomonmon V - Moon 14 - Deep Core Mining Inc. Mining Outpost;-3,21436E+11;-18670510080;-1,88108E+12;0,32;0,05;4
60000622;0;0;50000000;10000;8;4024;1000006;30002800;20000411;10000033;Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery;-3,75917E+11;70412820480;-8,46521E+11;0,5;0,05;4
60000625;0;0;50000000;10000;7;4023;1000006;30002802;20000411;10000033;Kusomonmon V - Moon 20 - Deep Core Mining Inc. Mining Outpost;-3,38072E+11;-19637821440;-1,89565E+12;0,32;0,05;4
60000628;0;0;50000000;10000;9;4023;1000006;30002797;20000410;10000033;Kaunokka VI - Moon 1 - Deep Core Mining Inc. Mineral Reserve;-8,67432E+11;-4563640320;-49477754880;0,5;0,05;4
60000631;0;0;50000000;10000;8;4024;1000006;30002794;20000410;10000033;Yria II - Moon 11 - Deep Core Mining Inc. Refinery;2,70925E+11;41267650560;-88146862080;0,5;0,05;4
60000634;0;0;50000000;10000;7;4023;1000006;30002797;20000410;10000033;Kaunokka III - Moon 1 - Deep Core Mining Inc. Mining Outpost;2,26587E+11;1191813120;1,32433E+11;0,32;0,05;4
60000637;0;0;50000000;10000;7;4023;1000006;30002773;20000406;10000033;Hogimo V - Moon 11 - Deep Core Mining Inc. Mining Outpost;-37609758720;6780395520;6,48567E+11;0,32;0,05;4
60000640;0;0;50000000;10000;7;4023;1000006;30002773;20000406;10000033;Hogimo IV - Deep Core Mining Inc. Mining Outpost;-2,58756E+11;46645125120;-47516590080;0,32;0,05;4
60000643;0;0;50000000;10000;7;4023;1000006;30002773;20000406;10000033;Hogimo V - Moon 16 - Deep Core Mining Inc. Mining Outpost;-38889431040;7010918400;6,56332E+11;0,32;0,05;4
60000646;0;0;50000000;10000;7;4023;1000007;30000152;20000021;10000002;Hampinen V - Poksu Mineral Group Mining Outpost;4,50573E+11;-8096686080;41862144000;0,32;0,05;4
60000649;0;0;50000000;10000;9;4023;1000007;30000146;20000021;10000002;Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve;-1,15785E+12;1,49174E+11;8,68432E+11;0,5;0,05;4
60000652;0;0;50000000;10000;9;4023;1000007;30000149;20000021;10000002;Gekutami VI - Poksu Mineral Group Mineral Reserve;1,65439E+11;-14067425280;-8,481E+11;0,5;0,05;4
60000655;0;0;50000000;10000;8;4024;1000007;30000152;20000021;10000002;Hampinen VII - Moon 11 - Poksu Mineral Group Refinery;-1,05105E+12;18883338240;2,31184E+11;0,5;0,05;4
60000658;0;0;50000000;10000;9;4023;1000007;30002786;20000408;10000033;Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve;9,70467E+11;-1,59205E+11;1,31938E+12;0,5;0,05;4
60000661;0;0;50000000;10000;9;4023;1000007;30002787;20000408;10000033;Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve;1,1007E+12;-1,67905E+11;-3,8201E+11;0,5;0,05;4
60000664;0;0;50000000;10000;7;4023;1000007;30002784;20000408;10000033;Tintoh VI - Moon 1 - Poksu Mineral Group Mining Outpost;5,06585E+11;-33973002240;-6,21722E+11;0,32;0,05;4
60000667;0;0;50000000;10000;9;4023;1000007;30002786;20000408;10000033;Ikao VIII - Poksu Mineral Group Mineral Reserve;9,70325E+11;-1,59179E+11;1,31944E+12;0,5;0,05;4
60000670;0;0;50000000;10000;7;4023;1000007;30002802;20000411;10000033;Kusomonmon VI - Moon 20 - Poksu Mineral Group Mining Outpost;-1,11248E+12;-64618045440;-4,05303E+12;0,32;0,05;4
60000673;0;0;50000000;10000;9;4023;1000007;30002805;20000411;10000033;Anttiri III - Poksu Mineral Group Mineral Reserve;2,24437E+11;-15289344000;-1,35562E+11;0,5;0,05;4
60000676;0;0;50000000;10000;9;4023;1000007;30002805;20000411;10000033;Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve;-2,46971E+11;16826081280;-9,81646E+11;0,5;0,05;4
60000679;0;0;50000000;10000;8;4024;1000007;30002801;20000411;10000033;Suroken X - Moon 1 - Poksu Mineral Group Refinery;3,66646E+12;5,60813E+11;-2,78998E+11;0,5;0,05;4
60000682;1;0;50000000;10000;9;4023;1000007;30000145;20000020;10000002;New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve;5,59692E+11;-16151285760;-5,35865E+11;0,5;0,05;4
60000685;0;0;50000000;10000;9;4023;1000007;30000144;20000020;10000002;Perimeter VII - Poksu Mineral Group Mineral Reserve;6,10338E+11;41310167040;3,03433E+11;0,5;0,05;4
60000688;1;0;50000000;10000;9;4023;1000007;30000145;20000020;10000002;New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve;75146649600;-2169937920;79238553600;0,5;0,05;4
60000691;0;0;50000000;10000;9;4023;1000007;30000143;20000020;10000002;Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve;-5,92217E+11;19842048000;7,52005E+11;0,5;0,05;4
60000694;0;0;50000000;10000;7;4023;1000007;30002812;20000412;10000033;Tannolen VIII - Moon 14 - Poksu Mineral Group Mining Outpost;-7,7316E+11;-1,15845E+11;1,57997E+12;0,32;0,05;4
60000697;0;0;50000000;10000;7;4023;1000007;30002808;20000412;10000033;Oto VIII - Moon 6 - Poksu Mineral Group Mining Outpost;1,23028E+12;2,33055E+11;2,5029E+11;0,32;0,05;4
60000700;0;0;50000000;10000;9;4023;1000007;30002810;20000412;10000033;Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve;-2,67186E+12;-2,02695E+11;-26487644160;0,5;0,05;4
60000703;0;0;50000000;10000;8;4024;1000007;30002806;20000412;10000033;Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery;-6,87631E+11;-19268935680;-1,45345E+12;0,5;0,05;4
60000706;0;0;50000000;10000;7;4023;1000007;30001372;20000200;10000016;Kino V - Moon 3 - Poksu Mineral Group Mining Outpost;3,82087E+11;7890739200;-3,68404E+11;0,32;0,05;4
60000709;0;0;50000000;10000;9;4023;1000007;30001369;20000200;10000016;Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve;3,05102E+11;56796979200;-5,44699E+11;0,5;0,05;4
60000712;0;0;50000000;10000;7;4023;1000007;30001372;20000200;10000016;Kino IV - Moon 12 - Poksu Mineral Group Mining Outpost;2,83936E+11;5864693760;1,13623E+11;0,32;0,05;4
60000715;0;0;50000000;10000;7;4023;1000007;30001373;20000200;10000016;Raussinen IX - Moon 13 - Poksu Mineral Group Mining Outpost;-7,24913E+11;1,43733E+11;-8,20687E+11;0,32;0,05;4
60000718;0;0;50000000;10000;9;4023;1000007;30002815;20000413;10000033;Isenairos VI - Poksu Mineral Group Mineral Reserve;1,00394E+12;-4374405120;4,37549E+11;0,5;0,05;4
60000721;0;0;50000000;10000;7;4023;1000007;30002819;20000413;10000033;Motsu VI - Moon 13 - Poksu Mineral Group Mining Outpost;-2,41285E+11;-43451228160;2,03024E+12;0,32;0,05;4
60000724;0;0;50000000;10000;7;4023;1000007;30002817;20000413;10000033;Aramachi VII - Moon 8 - Poksu Mineral Group Mining Outpost;1,7901E+12;1,32884E+11;-1,69353E+12;0,32;0,05;4
60000727;0;0;50000000;10000;7;4023;1000007;30002817;20000413;10000033;Aramachi VI - Moon 6 - Poksu Mineral Group Mining Outpost;-1,21397E+12;-90114908160;2,86662E+11;0,32;0,05;4
60000730;0;0;50000000;10000;8;4024;1000007;30001401;20000205;10000016;Nonni III - Poksu Mineral Group Refinery;1,48543E+11;-23245824000;1,75732E+11;0,5;0,05;4
60000733;0;0;50000000;10000;9;4023;1000007;30001400;20000205;10000016;Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve;9,45413E+11;1,43221E+11;-2,26012E+11;0,5;0,05;4
60000736;0;0;50000000;10000;9;4023;1000007;30001403;20000205;10000016;Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve;1,15274E+12;1,99289E+11;9,97925E+11;0,5;0,05;4
60000739;0;0;50000000;10000;8;4024;1000007;30001403;20000205;10000016;Piak II - Poksu Mineral Group Refinery;1,93939E+11;33557422080;-5,60619E+11;0,5;0,05;4
60000742;0;0;50000000;10000;7;4023;1000007;30002773;20000406;10000033;Hogimo V - Moon 7 - Poksu Mineral Group Mining Outpost;-39908106240;7194501120;6,48248E+11;0,32;0,05;4
60000745;0;0;50000000;10000;7;4023;1000007;30002773;20000406;10000033;Hogimo V - Moon 9 - Poksu Mineral Group Mining Outpost;-40090951680;7228416000;6,46992E+11;0,32;0,05;4
60000748;0;0;50000000;10000;9;4023;1000007;30002774;20000406;10000033;Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve;-8,86285E+11;-1,79158E+11;-4,64814E+11;0,5;0,05;4
60000751;0;0;50000000;10000;8;4024;1000007;30002769;20000406;10000033;Enderailen V - Poksu Mineral Group Refinery;-96071147520;11650375680;2,52959E+11;0,5;0,05;4
60000754;0;0;50000000;10000;8;4024;1000007;30001362;20000199;10000016;Veisto V - Moon 4 - Poksu Mineral Group Refinery;7,07526E+11;11945041920;2,06378E+11;0,5;0,05;4
60000757;0;0;50000000;10000;8;4024;1000007;30001362;20000199;10000016;Veisto V - Moon 5 - Poksu Mineral Group Refinery;7,07426E+11;11943075840;2,06765E+11;0,5;0,05;4
60000760;0;0;50000000;10000;9;4023;1000007;30001364;20000199;10000016;Funtanainen V - Poksu Mineral Group Mineral Reserve;-4,13054E+11;-9897123840;-4,82734E+11;0,5;0,05;4
60000763;0;0;50000000;10000;9;4023;1000007;30001363;20000199;10000016;Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve;-1,23854E+12;-1,64254E+11;-2,72396E+12;0,5;0,05;4
60000766;0;0;50000000;10000;7;4023;1000008;30001394;20000204;10000016;Korama VI - Moon 10 - Minedrill Mining Outpost;3,7194E+12;-6,62618E+11;4,3143E+12;0,32;0,05;4
60000769;0;0;50000000;10000;9;4023;1000008;30001397;20000204;10000016;Isseras IV - Moon 1 - Minedrill Mineral Reserve;-72577228800;-2754109440;-1,72413E+11;0,5;0,05;4
60000772;0;0;50000000;10000;8;4024;1000008;30001396;20000204;10000016;Aakari I - Minedrill Refinery;-30271610880;271441920;-42174013440;0,5;0,05;4
60000775;0;0;50000000;10000;7;4023;1000008;30001418;20000208;10000016;Aikantoh III - Minedrill Mining Outpost;-1,1958E+11;-8754831360;1,54758E+11;0,32;0,05;4
60000778;0;0;50000000;10000;7;4023;1000008;30001418;20000208;10000016;Aikantoh III - Moon 2 - Minedrill Mining Outpost;-1,19871E+11;-8776704000;1,54502E+11;0,32;0,05;4
60000781;0;0;50000000;10000;7;4023;1000008;30001418;20000208;10000016;Aikantoh VI - Moon 2 - Minedrill Mining Outpost;5,46016E+11;39976673280;-4450590720;0,32;0,05;4
60000784;0;0;50000000;10000;9;4023;1000008;30000188;20000027;10000002;Hentogaira I - Moon 13 - Minedrill Mineral Reserve;-3,62385E+11;30821621760;1,76311E+11;0,5;0,05;4
60000787;0;0;50000000;10000;8;4024;1000008;30000190;20000027;10000002;Vasala VI - Moon 10 - Minedrill Refinery;-9,07249E+11;-1,76201E+11;-8,4979E+11;0,5;0,05;4
60000790;0;0;50000000;10000;8;4024;1000008;30000188;20000027;10000002;Hentogaira II - Moon 6 - Minedrill Refinery;5,18191E+11;-44075212800;-1,72735E+12;0,5;0,05;4
60000793;0;0;50000000;10000;7;4023;1000008;30002802;20000411;10000033;Kusomonmon IV - Moon 2 - Minedrill Mining Outpost;5,81367E+11;33769021440;32888217600;0,32;0,05;4
60000796;0;0;50000000;10000;7;4023;1000008;30002802;20000411;10000033;Kusomonmon IV - Moon 6 - Minedrill Mining Outpost;5,82123E+11;33813258240;31784755200;0,32;0,05;4
60000799;0;0;50000000;10000;8;4024;1000008;30002803;20000411;10000033;Juunigaishi XI - Moon 3 - Minedrill Refinery;-1,10129E+12;-1,61838E+11;-5,46866E+11;0,5;0,05;4
60000802;0;0;50000000;10000;8;4024;1000008;30001432;20000210;10000016;Uesuro II - Moon 1 - Minedrill Refinery;34943262720;-1901322240;77965271040;0,5;0,05;4
60000805;0;0;50000000;10000;7;4023;1000008;30001436;20000210;10000016;Isie V - Minedrill Mining Outpost;2,80125E+11;35894599680;2,84614E+11;0,32;0,05;4
