TYPEID;ATTRIBUTEID;VALUEINT;VALUEFLOAT
452;1205;;-15
452;1211;;0.8
452;1212;1;
452;1768;;11313
453;6;;4.44
453;9;40;
453;30;;10
453;47;1;
453;50;;15
453;51;3500;
453;54;5000;
453;61;0;
453;64;;3
453;128;1;
453;158;;2000
453;160;;0.24625
453;182;3303;
453;183;3300;
453;277;1;
453;278;1;
453;422;1;
453;604;86;
453;620;;40
453;633;0;
453;1180;;0.01
453;1210;;15
453;1211;;0.8
453;1212;1;
453;1768;;11313
454;6;;7.22
454;9;40;
454;30;;12
454;47;1;
454;50;;19
454;51;4000;
454;54;10000;
454;61;0;
454;64;;3
454;128;1;
454;158;;4000
454;160;;0.1
454;182;3303;
454;183;3300;
454;277;1;
454;278;1;
454;422;1;
454;604;86;
454;620;;40
454;633;0;
454;1180;;0.01
454;1205;;-15
454;1211;;1
454;1212;1;
454;1768;;11313
455;6;;5.45
455;9;40;
455;30;;81
455;47;1;
455;50;;25
455;51;;3150
455;54;;8000
455;61;0;
455;64;;1.88
455;128;2;
455;158;;1000
455;160;;0.0729
455;182;3306;
455;183;3300;
455;277;1;
455;278;3;
455;422;1;
455;604;86;
455;620;;125
455;633;0;
455;1180;;0.01
455;1205;;-15
455;1211;;0.5
455;1212;1;
455;1768;;11313
456;6;;8
456;9;40;
456;30;;114
456;47;1;
456;50;28;
456;51;4050;
456;54;9000;
456;61;0;
456;64;;2
456;128;2;
456;158;;3000
456;160;;0.09
456;182;3306;
456;183;3300;
456;277;1;
456;278;3;
456;422;1;
456;604;86;
456;620;;125
456;633;0;
456;1180;;0.01
456;1210;;15
456;1211;;0.6
456;1212;1;
456;1768;;11313
457;6;;11.67
457;9;40;
457;30;;135
457;47;1;
457;50;;30
457;51;;4800
457;54;;17500
457;61;0;
457;64;;2.5
457;128;2;
457;158;;6000
457;160;;0.0378
457;182;3306;
457;183;3300;
457;277;1;
457;278;3;
457;422;1;
457;604;86;
457;620;;125
457;633;0;
457;1180;;0.01
457;1205;;-15
457;1211;;0.7
457;1212;1;
457;1768;;11313
458;6;;13.33
458;9;40;
458;30;;189
458;47;1;
458;50;33;
458;51;5250;
458;54;10000;
458;61;0;
458;64;;3
458;128;2;
458;158;;4000
458;160;;0.08125
458;182;3306;
458;183;3300;
458;277;1;
458;278;3;
458;422;1;
458;604;86;
458;620;;125
458;633;0;
458;1180;;0.01
458;1210;;15
458;1211;;0.8
458;1212;1;
458;1768;;11313
459;6;;21.67
459;9;40;
459;30;;225
459;47;1;
459;50;;35
459;51;;6000
459;54;;20000
459;61;0;
459;64;;3.75
459;128;2;
459;158;;8000
459;160;;0.0297
459;182;3306;
459;183;3300;
459;277;1;
459;278;3;
459;422;1;
459;604;86;
459;620;;125
459;633;0;
459;1180;;0.01
459;1205;;-15
459;1211;;0.9
459;1212;1;
459;1768;;11313
460;6;;22.5
460;9;40;
460;30;;1500
460;47;1;
460;50;40;
460;51;6075;
460;54;18000;
460;61;0;
460;64;;2
460;128;3;
460;158;;6000
460;160;;0.0375
460;182;3309;
460;183;3300;
460;277;1;
460;278;5;
460;422;1;
460;604;86;
460;620;;400
460;633;0;
460;1180;;0.01
460;1210;;15
460;1211;;0.7
460;1212;1;
460;1768;;11313
461;6;;28
461;9;40;
461;30;;1575
461;47;1;
461;50;45;
461;51;7200;
461;54;35000;
461;61;0;
461;64;;2
461;128;3;
461;158;;12000
461;160;;0.0175
461;182;3309;
461;183;3300;
461;277;1;
461;278;5;
461;422;1;
461;604;86;
461;620;;400
461;633;0;
461;1180;;0.01
461;1205;;-15
461;1211;;0.8
461;1212;1;
461;1768;;11313
462;6;;36
462;9;40;
462;30;;2500
462;47;1;
462;50;50;
462;51;7875;
462;54;20000;
462;61;0;
462;64;;3
462;128;3;
462;158;;8000
462;160;;0.03375
462;182;3309;
462;183;3300;
462;277;1;
462;278;5;
462;422;1;
462;604;86;
462;620;;400
462;633;0;
462;1180;;0.01
462;1210;;15
462;1211;;0.9
462;1212;1;
462;1768;;11313
463;6;;52
463;9;40;
463;30;;2925
463;47;1;
463;50;55;
463;51;9000;
463;54;40000;
463;61;0;
463;64;;3
463;128;3;
463;158;;16000
463;160;;0.0153125
463;182;3309;
463;183;3300;
463;277;1;
463;278;5;
463;422;1;
463;604;86;
463;620;;400
463;633;0;
463;1180;;0.01
463;1205;;-15
463;1211;;1
463;1212;1;
463;1768;;11313
464;6;;76
464;9;40;
464;30;;3375
464;47;1;
464;50;60;
464;51;12500;
464;54;44000;
464;61;0;
464;64;;4.5
464;128;3;
464;158;;20000
464;160;;0.0139205
464;182;3309;
464;183;3300;
464;277;1;
464;278;5;
464;422;1;
464;604;86;
464;620;;400
464;633;0;
464;1180;;0.01
464;1205;;-15
464;1211;;1.4
464;1212;1;
464;1768;;11313
482;6;;90
482;9;40;
482;30;4;
482;47;1;
482;50;80;
482;54;12000;
482;73;;60000
482;77;60;
482;182;3386;
482;189;11;
482;277;4;
482;422;2;
482;633;5;
482;1768;;11347
483;6;;10
483;9;40;
483;30;2;
483;47;1;
483;50;60;
483;54;10000;
483;73;;60000
483;77;40;
483;182;3386;
483;189;11;
483;277;1;
483;422;1;
483;633;0;
483;1768;;11346
484;6;;0
484;9;40;
484;30;;1
484;47;1;
484;50;;3
484;51;;3000
484;54;;800
484;56;1;
484;63;;0
484;64;;2.0625
484;128;1;
484;158;;4000
484;160;;0.417
484;182;3302;
484;183;3300;
484;277;1;
484;278;1;
484;422;1;
484;604;83;
484;620;;40
484;633;;0
484;920;;0
484;1180;;0.01
484;1210;;15
484;1211;;0.8
484;1212;1;
484;1768;;11342
485;6;;0
485;9;40;
485;30;;2
485;47;1;
485;50;;6
485;51;;3375
485;54;;900
485;56;1;
485;63;;0
485;64;;2.475
485;128;1;
485;158;;4400
485;160;;0.362
485;182;3302;
485;183;3300;
485;277;1;
485;278;1;
485;422;1;
485;604;83;
485;620;;40
485;633;;0
485;920;;0
485;1180;;0.01
485;1210;;15
485;1211;;0.8
485;1212;1;
485;1768;;11342
486;6;;0
486;9;40;
486;30;;4
486;47;1;
486;50;;9
486;51;;3750
486;54;;1000
486;56;1;
486;63;;0
486;64;;2.8875
486;128;1;
486;158;;4800
486;160;;0.315
486;182;3302;
486;183;3300;
486;277;1;
486;278;1;
486;422;1;
486;604;83;
486;620;;40
486;633;;0
486;920;;0
486;1180;;0.01
486;1210;;15
486;1211;;1
486;1212;1;
486;1768;;11342
487;6;;0
487;9;40;
487;30;;8
487;47;1;
487;50;;12
487;51;;8500
487;54;;8050
487;56;1;
487;63;;0
487;64;;4.62
487;128;1;
487;158;;8750
487;160;;0.0825
487;182;3302;
487;183;3300;
487;277;1;
487;278;1;
487;422;1;
487;604;83;
487;620;;40
487;633;;0
487;920;;0
487;1180;;0.01
487;1205;;-15
487;1211;;2.2
487;1212;1;
487;1768;;11342
488;6;;0
488;9;40;
488;30;;12
488;47;1;
488;50;;15
488;51;;10710
488;54;;10000
488;56;1;
488;63;;0
488;64;;6.403
488;128;1;
488;158;;8750
488;160;;0.066
488;182;3302;
488;183;3300;
488;277;1;
488;278;1;
488;422;1;
488;604;83;
488;620;;40
488;633;;0
488;920;;0
488;1180;;0.01
488;1205;;-15
488;1211;;2.6
488;1212;1;
488;1768;;11342
489;6;;0
489;9;40;
489;30;;80
489;47;1;
489;50;;18
489;51;;4500
489;54;;1600
489;56;1;
489;63;;0
489;64;;2.0625
489;128;2;
489;158;;8000
489;160;;0.139656
489;182;3305;
489;183;3300;
489;277;1;
489;278;3;
489;422;1;
489;604;83;
489;620;;125
489;633;;0
489;920;;0
489;1180;;0.01
489;1210;;15
489;1211;;0.7
489;1212;1;
489;1768;;11342
490;6;;0
490;9;40;
490;30;;100
490;47;1;
490;50;;21
490;51;;4725
490;54;;1800
490;56;1;
490;63;;0
490;64;;2.31
490;128;2;
490;158;;8800
490;160;;0.12144
490;182;3305;
490;183;3300;
490;277;1;
490;278;3;
490;422;1;
490;604;83;
490;620;;125
490;633;;0
490;920;;0
490;1180;;0.01
490;1210;;15
490;1211;;0.7
490;1212;1;
490;1768;;11342
491;6;;0
491;9;40;
491;30;;140
491;47;1;
491;50;;24
491;51;;5625
491;54;;2000
491;56;1;
491;63;;0
491;64;;2.8875
491;128;2;
491;158;;9600
491;160;;0.1056
491;182;3305;
491;183;3300;
491;277;1;
491;278;3;
491;422;1;
491;604;83;
491;620;;125
491;633;;0
491;920;;0
491;1180;;0.01
491;1210;;15
491;1211;;0.8
491;1212;1;
491;1768;;11342
492;6;;0
492;9;40;
492;30;;180
492;47;1;
492;50;;27
492;51;;11475
492;54;;16100
492;56;1;
492;63;;0
492;64;;4.62
492;128;2;
492;158;;17500
492;160;;0.0261
492;182;3305;
492;183;3300;
492;277;1;
492;278;3;
492;422;1;
492;604;83;
492;620;;125
492;633;;0
492;920;;0
492;1180;;0.01
492;1205;;-15
492;1211;;1.9
492;1212;1;
492;1768;;11342
493;6;;0
493;9;40;
493;30;;225
493;47;1;
493;50;;30
493;51;;18003
493;54;;20000
493;56;1;
493;63;;0
493;64;;7.97
493;128;2;
493;158;;17500
493;160;;0.0209
493;182;3305;
493;183;3300;
493;277;1;
493;278;3;
493;422;1;
493;604;83;
493;620;;125
493;633;;0
493;920;;0
493;1180;;0.01
493;1205;;-15
493;1211;;2.4
493;1212;1;
493;1768;;11342
494;6;;0
494;9;40;
494;30;;1250
494;47;1;
494;50;;33
494;51;;6750
494;54;;3200
494;56;1;
494;63;;0
494;64;;2.0625
494;128;3;
494;158;;16000
494;160;;0.057132
494;182;3308;
494;183;3300;
494;277;1;
494;278;5;
494;422;1;
494;604;83;
494;620;;400
494;633;;0
494;920;;0
494;1180;;0.01
494;1210;;15
494;1211;;0.7
494;1212;1;
494;1768;;11342
495;6;;0
495;9;40;
495;30;;1500
495;47;1;
495;50;;36
495;51;;7500
495;54;;3600
495;56;1;
495;63;;0
495;64;;2.444203042
495;128;3;
495;158;;17600
495;160;;0.04968
495;182;3308;
495;183;3300;
495;277;1;
495;278;5;
495;422;1;
495;604;83;
495;620;;400
495;633;;0
495;920;;0
495;1180;;0.01
495;1210;;15
495;1211;;0.8
495;1212;1;
495;1768;;11342
496;6;;0
496;9;40;
496;30;;2000
496;47;1;
496;50;;39
496;51;;7875
496;54;;4000
496;56;1;
496;63;;0
496;64;;2.695
496;128;3;
496;158;;19200
496;160;;0.0432
496;182;3308;
496;183;3300;
496;277;1;
496;278;5;
496;422;1;
496;604;83;
496;620;;400
496;633;;0
496;920;;0
496;1180;;0.01
496;1210;;15
496;1211;;0.9
496;1212;1;
496;1768;;11342
497;6;;0
497;9;40;
497;30;;2750
497;47;1;
497;50;;42
497;51;;21038
497;54;;32200
497;56;1;
497;63;;0
497;64;;5.082
497;128;3;
497;158;;35000
497;160;;0.01125
497;182;3308;
497;183;3300;
497;277;1;
497;278;5;
497;422;1;
497;604;83;
497;620;;400
497;633;;0
497;920;;0
497;1180;;0.01
497;1205;;-15
497;1211;;2.1
497;1212;1;
497;1768;;11342
498;6;;0
498;9;40;
498;30;;3250
498;47;1;
498;50;;45
498;51;;40163
498;54;;40000
498;56;1;
498;63;;0
498;64;;10.672
498;128;3;
498;158;;35000
498;160;;0.009
498;182;3308;
498;183;3300;
498;277;1;
498;278;5;
498;422;1;
498;604;83;
498;620;;400
498;633;;0
498;920;;0
498;1180;;0.01
498;1205;;-15
498;1211;;2.6
498;1212;1;
498;1768;;11342
499;9;40;
499;30;;6
499;47;1;
499;50;;21
499;51;15000;
499;56;1;
499;182;3319;
499;277;1;
499;422;1;
499;604;384;
499;605;394;
499;606;88;
499;633;0;
499;1180;;0.01
499;1205;;-15
499;1211;;3.8
499;1212;1;
499;1768;;11324
501;9;40;
501;30;100;
501;47;1;
501;50;50;
501;51;15000;
501;56;1;
501;182;3319;
501;277;1;
501;422;1;
501;604;385;
501;605;395;
501;606;;1158
501;633;0;
501;1180;;0.01
501;1205;;-15
501;1211;;2.3
501;1212;1;
501;1768;;11324
503;9;40;
503;30;1750;
503;47;1;
503;50;80;
503;51;18000;
503;56;1;
503;182;3319;
503;277;1;
503;422;1;
503;606;89;
503;633;0;
503;1180;;0.01
503;1205;;-15
503;1211;;2.6
503;1212;1;
503;1768;;11324
506;9;40;
506;30;0;
506;50;2;
506;144;;0.9
506;145;;1
506;146;;1
506;147;;1
506;182;3424;
506;277;1;
506;422;1;
506;548;;-5
506;633;0;
508;9;40;
508;30;0;
508;50;10;
508;134;;0.8
508;144;;1
508;145;;1
508;146;;0.9
508;147;;1
508;182;3424;
508;277;1;
508;422;1;
508;633;0;
509;9;40;
509;30;0;
509;50;10;
509;134;;1
509;144;;0.8
509;145;;1
509;146;;1
509;147;;0.9
509;182;3424;
509;277;1;
509;422;1;
509;633;0;
518;9;40;
518;30;1;
518;50;20;
518;64;;1.05
518;182;3318;
518;204;;0.95
518;277;1;
518;422;1;
518;633;0;
519;9;40;
519;30;1;
519;50;30;
519;64;;1.1
519;182;3318;
519;204;;0.895
519;277;4;
519;422;2;
519;633;5;
520;9;40;
520;30;1;
520;50;30;
520;64;;1.07
520;182;3318;
520;204;;0.925
520;277;1;
520;422;1;
520;633;0;
521;6;;1
521;9;40;
521;30;1;
521;50;25;
521;73;;30000
521;182;3392;
521;267;;0.925
521;268;;0.925
521;269;;0.925
521;270;;0.925
521;271;;0.95
521;272;;0.95
521;273;;0.95
521;274;;0.95
521;277;1;
521;422;1;
521;633;0;
521;763;1;
521;974;;0.55
521;975;;0.55
521;976;;0.55
521;977;;0.55
521;1544;;1
522;9;40;
522;30;5;
522;50;25;
522;67;38;
522;182;3413;
522;277;;1
522;422;1;
522;633;0;
522;1811;;0
522;1816;;-7.5
522;1817;;-15
523;6;;40
523;9;40;
523;30;5;
523;50;5;
523;73;;6000
523;84;;69
523;182;3393;
523;183;3392;
523;277;1;
523;278;1;
523;422;1;
523;633;0;
523;1180;;0.01
523;1206;;-15
523;1211;;5.4
523;1212;1;
523;1230;;10
524;6;;30
524;9;40;
524;30;10;
524;50;30;
524;73;;30000
524;83;25;
524;182;3393;
524;183;3392;
524;277;1;
524;278;1;
524;422;1;
524;633;0;
524;1180;;0.01
524;1206;;-15
524;1211;;13.3
524;1212;1;
526;6;;5
526;9;40;
526;20;;-50
526;30;;1
526;50;;25
526;54;;10000
526;73;;5000
526;158;;0
526;182;3435;
526;277;1;
526;422;1;
526;633;;0
526;1180;;0.01
526;1211;;5
526;1212;1;
526;1222;;30
527;6;;6
527;9;40;
527;20;;-60
527;30;;1
527;50;;30
527;54;;10000
527;73;;5000
527;158;;0
527;182;3435;
527;277;4;
527;422;2;
527;633;;5
527;1180;;0.02
527;1211;;5
527;1212;1;
527;1222;;30
529;6;;38
529;9;40;
529;30;4;
529;50;30;
529;73;;5000
529;90;;30
529;91;3500;
529;182;3423;
529;277;1;
529;422;1;
529;633;0;
529;1180;;0.01
529;1206;;-15
529;1211;;2.2
529;1212;1;
530;6;;0
530;9;40;
530;30;8;
530;50;15;
530;73;;3000
530;90;;8
530;91;;5500
530;182;3423;
530;277;1;
530;422;1;
530;633;0;
530;918;;0
530;1180;;0.01
530;1206;;-15
530;1211;;1.4
530;1212;1;
533;6;;45
533;9;40;
533;30;8;
533;50;10;
533;73;;6000
533;97;45;
533;98;5250;
533;182;3423;
533;277;1;
533;422;1;
533;633;0;
533;918;;0
533;1180;;0.01
533;1206;;-15
533;1211;;2.6
533;1212;1;
533;1895;;0.882352941
533;1896;;0.966666667
533;1897;;0.991666667
561;6;;1.169
561;9;40;
561;30;2;
561;47;1;
561;50;5;
561;51;2600;
561;54;6000;
561;56;1;
561;61;0;
561;63;;0
561;64;;1.65
561;124;8627698;
561;128;1;
561;158;;3000
561;160;;0.1365
561;182;3301;
561;183;3300;
561;277;1;
561;278;1;
561;422;1;
561;604;85;
561;620;;40
561;633;0;
561;1180;;0.01
561;1205;;-15
561;1211;;0.6
561;1212;1;
561;1768;;11324
561;1795;;5000
562;6;;0.6566
562;9;40;
562;30;4;
562;47;1;
562;50;;8
562;51;2000;
562;54;1000;
562;56;1;
562;61;0;
562;63;;0
562;64;;1.8375
562;124;8627698;
562;128;1;
562;158;;1500
562;160;;0.438
562;182;3301;
562;183;3300;
562;277;1;
562;278;1;
562;422;1;
562;604;85;
562;620;;40
562;633;0;
562;1180;;0.01
562;1210;;15
562;1211;;0.6
562;1212;1;
562;1768;;11331
562;1795;;5000
563;6;;1.0927
563;9;40;
563;30;7;
563;47;1;
563;50;;12
563;51;3000;
563;54;1250;
563;56;1;
563;61;0;
563;63;;0
563;64;;2.953125
563;124;8627698;
563;128;1;
563;158;;2000
563;160;;0.4032
563;182;3301;
563;183;3300;
563;277;1;
563;278;1;
563;422;1;
563;604;85;
563;620;;40
563;633;0;
563;1180;;0.01
563;1210;;15
563;1211;;0.8
563;1212;1;
563;1768;;11331
563;1795;;5000
564;6;;1.4161
564;9;40;
564;30;;8
564;47;1;
564;50;;16
564;51;3500;
564;54;1500;
564;56;1;
564;61;0;
564;63;;0
564;64;;3.675
564;124;8627698;
564;128;1;
564;158;;2500
564;160;;0.3798
564;182;3301;
564;183;3300;
564;277;1;
564;278;1;
564;422;1;
564;604;85;
564;620;;40
564;633;0;
564;1180;;0.01
564;1210;;15
564;1211;;0.8
564;1212;1;
564;1768;;11331
564;1795;;5000
565;6;;2.338
565;9;40;
565;30;;9
565;47;1;
565;50;;24
565;51;4250;
565;54;12000;
565;56;1;
565;61;0;
565;63;;0
565;64;;3.025
565;124;8627698;
565;128;1;
565;158;;6000
565;160;;0.0735
565;182;3301;
565;183;3300;
565;277;1;
565;278;1;
565;422;1;
565;604;85;
565;620;;40
565;633;0;
565;1180;;0.01
565;1205;;-15
565;1211;;1
565;1212;1;
565;1768;;11324
565;1795;;5000
566;6;;1.96
566;9;40;
566;30;;88
566;47;1;
566;50;;24
566;51;3000;
566;54;2000;
566;56;1;
566;61;0;
566;63;;0
566;64;;1.8375
566;124;8627698;
566;128;2;
566;158;;3000
566;160;;0.144
566;182;3304;
566;183;3300;
566;277;1;
566;278;3;
566;422;1;
566;604;85;
566;620;;125
566;633;0;
566;1180;;0.01
566;1210;;15
566;1211;;0.5
566;1212;1;
566;1768;;11331
566;1795;;5000
567;6;;3.5
567;9;40;
567;30;;70
567;47;1;
567;50;;30
567;51;;3315
567;54;;12000
567;56;1;
567;61;0;
567;63;;0
567;64;;1.9
567;124;8627698;
567;128;2;
567;158;;6000
567;160;;0.0375
567;182;3304;
567;183;3300;
567;277;1;
567;278;3;
567;422;1;
567;604;85;
567;620;;125
567;633;0;
567;1180;;0.01
567;1205;;-15
567;1211;;0.6
567;1212;1;
567;1768;;11324
567;1795;;5000
568;6;;4.2483
568;9;40;
568;30;;179
568;47;1;
568;50;;29
568;51;5250;
568;54;3000;
568;56;1;
568;61;0;
568;63;;0
568;64;;3.675
568;124;8627698;
568;128;2;
568;158;;5000
568;160;;0.12
568;182;3304;
568;183;3300;
568;277;1;
568;278;3;
568;422;1;
568;604;85;
568;620;;125
568;633;0;
568;1180;;0.01
568;1210;;15
568;1211;;0.8
568;1212;1;
568;1768;;11331
568;1795;;5000
569;6;;3.2683
569;9;40;
569;30;;132
569;47;1;
569;50;;28
569;51;4500;
569;54;2500;
569;56;1;
569;61;0;
569;63;;0
569;64;;2.953125
569;124;8627698;
569;128;2;
569;158;;4000
569;160;;0.132
569;182;3304;
569;183;3300;
569;277;1;
569;278;3;
569;422;1;
569;604;85;
569;620;;125
569;633;0;
569;1180;;0.01
569;1210;;15
569;1211;;0.7
569;1212;1;
569;1768;;11331
569;1795;;5000
570;6;;7
570;9;40;
570;30;;198
570;47;1;
570;50;;38
570;51;;5419
570;54;;24000
570;56;1;
570;61;0;
570;63;;0
570;64;;3.48
570;124;8627698;
570;128;2;
570;158;;12000
570;160;;0.0205
570;182;3304;
570;183;3300;
570;277;1;
570;278;3;
570;422;1;
570;604;85;
570;620;;125
570;633;0;
570;1180;;0.01
570;1205;;-15
570;1211;;1
570;1212;1;
570;1768;;11324
570;1795;;5000
571;6;;5.88
571;9;40;
571;30;;1100
571;47;1;
571;50;;40
571;51;4500;
571;54;4000;
571;56;1;
571;61;0;
571;63;;0
571;64;;1.8375
571;124;8627698;
571;128;3;
571;158;;6000
571;160;;0.06
571;182;3307;
571;183;3300;
571;277;1;
571;278;5;
571;422;1;
571;604;85;
571;620;;400
571;633;0;
571;1180;;0.01
571;1210;;15
571;1211;;0.5
571;1212;1;
571;1768;;11331
571;1795;;5000
572;6;;10.5
572;9;40;
572;30;;1100
572;47;1;
572;50;;52
572;51;5850;
572;54;24000;
572;56;1;
572;61;0;
572;63;;0
572;64;;1.65
572;124;8627698;
572;128;3;
572;158;;12000
572;160;;0.018375
572;182;3307;
572;183;3300;
572;277;1;
572;278;5;
572;422;1;
572;604;85;
572;620;;400
572;633;0;
572;1180;;0.01
572;1205;;-15
572;1211;;0.7
572;1212;1;
572;1768;;11324
572;1795;;5000
573;6;;12.74
573;9;40;
573;30;;1980
573;47;1;
573;50;;52
573;51;7875;
573;54;6000;
573;56;1;
573;61;0;
573;63;;0
573;64;;3.675
573;124;8627698;
573;128;3;
573;158;;10000
573;160;;0.05196
573;182;3307;
573;183;3300;
573;277;1;
573;278;5;
573;422;1;
573;604;85;
573;620;;400
573;633;0;
573;1180;;0.01
573;1210;;15
573;1211;;0.9
573;1212;1;
573;1768;;11323
573;1795;;5000
574;6;;21
574;9;40;
574;30;;2200
574;47;1;
574;50;;67
574;51;9563;
574;54;48000;
574;56;1;
574;61;0;
574;63;;0
574;64;;3.025
574;124;8627698;
574;128;3;
574;158;;24000
574;160;;0.01010625
574;182;3307;
574;183;3300;
574;277;1;
574;278;5;
574;422;1;
574;604;85;
574;620;;400
574;633;0;
574;1180;;0.01
574;1205;;-15
574;1211;;1
574;1212;1;
574;1768;;11324
574;1795;;5000
575;6;;9.8
575;9;40;
575;30;;1540
575;47;1;
575;50;;44
575;51;6750;
575;54;5000;
575;56;1;
575;61;0;
575;63;;0
575;64;;2.953125
575;124;8627698;
575;128;3;
575;158;;8000
575;160;;0.0552
575;182;3307;
575;183;3300;
575;277;1;
575;278;5;
575;422;1;
575;604;85;
575;620;;400
575;633;0;
575;1180;;0.01
575;1210;;15
575;1211;;0.7
575;1212;1;
575;1768;;11331
575;1795;;5000
577;9;40;
577;30;150;
577;50;25;
577;56;1;
577;73;;15000
577;182;3417;
577;277;1;
577;422;1;
577;604;87;
577;633;0;
577;918;;0
577;1180;;0.01
577;1206;;-20
577;1211;;5
577;1212;1;
578;6;;40
578;9;40;
578;30;1;
578;50;40;
578;73;;10000
578;182;3420;
578;277;1;
578;422;1;
578;633;0;
578;984;;-25
578;985;;-25
578;986;;-25
578;987;;-25
578;1180;;0.01
578;1208;;20
578;1211;;3.4
578;1212;1;
580;6;;240
580;9;40;
580;30;1;
580;50;30;
580;73;;30000
580;142;5000;
580;158;;5000
580;182;3427;
580;238;;6
580;239;;6
580;240;;6
580;241;;6
580;277;1;
580;422;1;
580;633;0;
580;763;1;
581;6;5;
581;9;40;
581;30;1;
581;50;20;
581;73;;5000
581;182;3429;
581;277;1;
581;422;1;
581;633;0;
582;3;0;
582;9;;310
582;11;;39
582;12;;2
582;13;;4
582;14;;3
582;15;0;
582;19;1;
582;21;;0
582;37;;300
582;48;;215
582;49;0;
582;55;;190000
582;70;;3.75
582;76;;40000
582;79;6000;
582;101;;0
582;102;;2
582;109;;1
582;110;;1
582;111;;1
582;113;;1
582;124;16777215;
582;129;3;
582;136;;1
582;153;;0.00000224
582;182;3330;
582;192;;7
582;208;;0
582;209;;0
582;210;;0
582;211;;12
582;216;;0.4
582;217;395;
582;246;395;
582;263;;500
582;265;;225
582;267;;0.5
582;268;;0.9
582;269;;0.75
582;270;;0.55
582;271;;1
582;272;;0.5
582;273;;0.6
582;274;;0.8
582;277;;1
582;283;;5
582;351;;500
582;422;1;
582;463;;-10
582;479;;625000
582;482;;380
582;484;;0.75
582;511;;0
582;524;;0.75
582;525;;1
582;552;;35
582;564;;850
582;588;;10
582;600;;5
582;633;0;
582;661;;3000
582;662;;0.05
582;1132;;400
582;1137;;3
582;1154;3;
582;1178;;100
582;1179;;0.01
582;1196;;0.01
582;1198;;0.01
582;1199;;100
582;1200;;100
582;1224;;1
582;1259;;0.5
582;1261;;0.63
582;1262;;0.25
582;1271;;5
582;1281;;1
582;1547;;1
582;1555;;25
582;1768;;11324
583;3;0;
583;9;;250
583;11;;35
583;12;;2
583;13;;4
583;14;;4
583;15;0;
583;19;1;
583;21;;0
583;37;;400
583;48;;185
583;49;0;
583;55;;150000
583;70;;2.9
583;76;;30000
583;79;;3000
583;101;;3
583;102;;0
583;109;;1
583;110;;1
583;111;;1
583;113;;1
583;124;16777215;
583;129;8;
583;136;;1
583;153;;0.00000224
583;182;3330;
583;192;;4
583;208;;0
583;209;;0
583;210;;0
583;211;;9
583;217;395;
583;246;395;
583;263;;400
583;265;;250
583;267;;0.5
583;268;;0.9
583;269;;0.75
583;270;;0.55
583;271;;1
583;272;;0.5
583;273;;0.6
583;274;;0.8
583;277;;1
583;283;;0
583;422;1;
583;463;;10
583;479;;625000
583;482;;300
583;484;;0.75
583;511;;0
583;524;;0.75
583;525;;1
583;552;;33
583;564;;880
583;600;;5
583;633;0;
583;661;;3000
583;662;;0.05
583;1132;;400
583;1137;3;
583;1154;3;
583;1178;;100
583;1179;;0.01
583;1196;;0.01
583;1198;;0.01
583;1199;;100
583;1200;;100
583;1224;;1
583;1259;;0.63
583;1261;;0.63
583;1262;;0.25
583;1271;;0
583;1280;;-80
583;1281;;1
583;1547;;1
583;1555;;25
583;1768;;11324
584;3;0;
584;9;;250
584;11;;24
584;12;;2
584;13;;5
584;14;;2
584;15;0;
584;19;1;
584;21;;0
584;37;;325
584;48;;240
584;49;0;
584;55;;135000
584;70;;3.5
584;76;;65000
584;79;2500;
584;101;;2
584;102;;0
584;109;;1
584;110;;1
584;111;;1
584;113;;1
584;124;16777215;
584;129;6;
584;136;;1
584;153;;0.00000268
584;182;3330;
584;192;;6
584;208;;0
584;209;;0
584;210;;0
584;211;;17
584;217;395;
584;246;395;
584;263;;400
584;265;;250
584;267;;0.5
584;268;;0.9
584;269;;0.75
584;270;;0.55
584;271;;1
584;272;;0.5
584;273;;0.6
584;274;;0.8
584;277;;1
584;283;;5
584;422;1;
584;463;;15
584;479;;625000
584;482;;245
584;484;;0.75
584;511;;0
584;524;;0.75
584;525;;1
584;552;;42
584;564;;500
584;588;;-10
584;600;;5
584;633;0;
584;661;;3000
584;662;;0.05
584;1132;;400
584;1137;3;
584;1154;3;
584;1178;;100
584;1179;;0.01
584;1196;;0.01
584;1198;;0.01
584;1199;;100
584;1200;;100
584;1224;;1
584;1259;;0.25
584;1261;;0.71
584;1262;;0.25
584;1271;;5
584;1281;;1
584;1547;;1
584;1555;;25
584;1768;;11324
585;3;0;
585;9;;300
585;11;;34
585;12;;2
585;13;;4
585;14;;4
585;15;0;
585;19;1;
585;21;;0
585;37;;430
585;48;;135
585;49;0;
585;55;;120000
585;70;;2.83
585;76;;22500
585;79;;1500
585;101;;0
585;102;;3
585;109;;1
585;110;;1
585;111;;1
585;113;;1
585;124;16777215;
585;129;2;
585;136;;1
585;153;;0.00000224
585;182;3329;
585;192;;4
585;208;;0
585;209;;7
585;210;;0
585;211;;0
585;217;397;
585;246;397;
585;263;;350
585;265;;300
585;267;;0.4
585;268;;0.9
585;269;;0.75
585;270;;0.65
585;271;;1
585;272;;0.5
585;273;;0.6
585;274;;0.8
585;277;;1
585;283;;0
585;422;1;
585;460;5;
585;479;;625000
585;482;;240
585;484;;0.75
585;511;;0
585;524;;0.75
585;525;;1
585;552;;30
585;564;;940
585;587;;7.5
585;600;;5
